"Game","# Owned","# Unique","# Cards","Badge Lvl","Set Price","Price Diff","Card Avg","Booster Avg","Booster %","Emote Avg","BG Avg","Avg Qty","Discount","Added","AppId"
"Blasphemous","0","0","9","0","0.91","0.91","0.10","0.09","10.0","0.19","0.20","136","0.43","2019-09-10","774361"
"Throne Rushers","0","0","5","0","0.36","0.36","0.07","0.24","-242.9","0.05","0.03","23","0.18","2019-09-10","492830"
"Heave Ho","0","0","6","0","0.57","0.57","0.10","0.73","-630.0","2.66","1.38","26","0.26","2019-09-10","905340"
"Frosty Nights","0","0","5","0","0.48","0.48","0.10","0.83","-730.0","0.23","0.51","22","0.26","2019-09-10","733800"
"GreedFall","0","0","6","0","0.63","0.63","0.10","0.12","-20.0","0.06","0.58","155","0.26","2019-09-10","606880"
"Lichtspeer: Double Speer Edition","0","0","6","0","0.46","0.46","0.08","0.08","0.0","0.26","4.28","14","0.21","2019-09-09","994040"
"AHEGAL","0","0","5","0","0.54","0.54","0.11","0.14","-27.3","0.36","0.05","64","0.29","2019-09-09","865090"
"Hidden Paws","0","0","5","0","0.82","0.82","0.16","0.21","-31.2","0.85","0.39","39","0.42","2019-09-08","816490"
"Gears 5","0","0","15","0","1.21","1.21","0.08","0.06","25.0","0.12","0.46","272","0.56","2019-09-07","1097840"
"The Bard's Tale IV: Director's Cut","0","0","6","0","0.38","0.38","0.06","0.08","-33.3","0.91","0.60","43","0.16","2019-09-07","1091980"
"Silver Chains","0","0","5","0","0.69","0.69","0.14","0.11","21.4","0.22","0.24","23","0.37","2019-09-06","975470"
"Fantasy General II","0","0","11","0","1.00","1.00","0.09","0.37","-311.1","0.24","0.68","21","0.47","2019-09-06","1025440"
"Crying Suns","0","0","7","0","0.42","0.42","0.06","0.10","-66.7","0.42","0.28","76","0.21","2019-09-06","873940"
"Hentai Mosaique Puzzle","0","0","6","0","0.74","0.74","0.12","0.17","-41.7","0.09","1.70","57","0.31","2019-09-06","993740"
"Wasteland 2: Director's Cut","0","0","15","0","0.58","0.58","0.04","0.03","25.0","0.05","0.05","775","0.28","2019-09-06","404730"
"Hentai Mosaique Vip Room","0","0","6","0","0.87","0.87","0.14","0.17","-21.4","0.19","1.03","62","0.37","2019-09-05","1035610"
"No-brainer Heroes","0","0","8","0","0.79","0.79","0.10","N/A","0.0","15.79","1.80","28","0.35","2019-09-05","1097420"
"Phantom Rose","0","0","5","0","0.88","0.88","0.18","0.21","-16.7","2.57","1.55","56","0.47","2019-09-05","1054550"
"FINAL FANTASY VIII - REMASTERED","0","0","6","0","0.87","0.87","0.15","0.27","-80.0","0.46","2.44","110","0.39","2019-09-04","1026680"
"Agapan","0","0","5","0","0.26","0.26","0.05","0.04","20.0","0.03","0.03","853","0.13","2019-09-04","344260"
"Love is Dead","0","0","13","0","0.48","0.48","0.04","0.03","25.0","0.32","0.32","205","0.24","2019-09-03","453910"
"Spyro™ Reignited Trilogy","0","0","15","0","1.18","1.18","0.08","0.08","0.0","1.07","0.26","181","0.56","2019-09-03","996580"
"Crystar","0","0","13","0","1.49","1.49","0.11","0.13","-18.2","3.65","0.77","38","0.67","2019-09-03","981750"
"An Adventurer's Tale","0","0","6","0","0.63","0.63","0.10","0.16","-60.0","0.42","1.17","26","0.26","2019-09-02","942580"
"Mysteria~Occult Shadows~","0","0","8","0","1.05","1.05","0.13","0.10","23.1","0.12","1.94","76","0.45","2019-08-31","662960"
"Kamimachi Site - Dating story","0","0","5","0","0.82","0.82","0.16","0.28","-75.0","2.04","1.04","35","0.42","2019-08-30","989580"
"Fluffy Store","0","0","7","0","0.96","0.96","0.14","0.13","7.1","0.38","1.23","76","0.49","2019-08-30","1038740"
"HYPERNOVA: Escape from Hadea","0","0","10","0","0.88","0.88","0.09","N/A","0.0","1.28","1.37","18","0.39","2019-08-30","650750"
"Grisaia Phantom Trigger Vol.5","0","0","8","0","1.05","1.05","0.13","0.12","7.7","0.52","2.07","33","0.45","2019-08-30","871280"
"MINImax Tinyverse","0","0","8","0","0.97","0.97","0.12","0.09","25.0","0.36","0.43","39","0.42","2019-08-30","914700"
"Norman's Great Illusion","0","0","5","0","1.04","1.04","0.21","N/A","0.0","4.54","0.35","14","0.55","2019-08-30","463510"
"Clea","0","0","8","0","1.22","1.22","0.15","0.20","-33.3","2.79","1.97","26","0.52","2019-08-29","981020"
"U-Boats","0","0","5","0","0.62","0.62","0.12","N/A","0.0","0.17","0.23","18","0.31","2019-08-28","404890"
"Kao the Kangaroo: Round 2","0","0","5","0","0.78","0.78","0.16","0.15","6.3","0.09","0.04","29","0.42","2019-08-26","1048540"
"Boobs Saga","0","0","5","0","0.51","0.51","0.10","0.07","30.0","0.04","0.07","60","0.26","2019-08-24","726360"
"Telling Lies","0","0","10","0","0.85","0.85","0.09","0.22","-144.4","0.36","0.64","53","0.39","2019-08-23","762830"
"Stream Service","0","0","5","0","0.52","0.52","0.10","0.18","-80.0","0.05","0.03","8094","0.26","2019-08-23","637310"
"GOAT OF DUTY","0","0","5","0","0.44","0.44","0.09","0.18","-100.0","0.92","1.35","53","0.23","2019-08-23","555000"
"Miss Neko","0","0","8","0","1.00","1.00","0.12","0.11","8.3","0.56","0.20","113","0.42","2019-08-23","1101450"
"I Walk Among Zombies Vol. 2","0","0","5","0","1.02","1.02","0.20","0.17","15.0","0.64","4.44","18","0.52","2019-08-23","1100800"
"Anodyne 2: Return to Dust","0","0","10","0","0.66","0.66","0.07","N/A","0.0","0.38","0.70","24","0.30","2019-08-23","877810"
